"ENSG00000000003","TSPAN6"
"ENSG00000268043","NBPF12"
"ENSG00000268047","AC018766.1"
"ENSG00000268049","AC012313.2"
"ENSG00000268050","AL158151.3"
"ENSG00000268051","AC008395.1"
"ENSG00000268053","AC007785.2"
"ENSG00000268055","AC067969.1"
"ENSG00000268056","AC020913.1"
"ENSG00000268058","BNIP3P40"
"ENSG00000268061","NAPA-AS1"
"ENSG00000268062","AL031274.2"
"ENSG00000268066","FMR1-AS1"
"ENSG00000268067","OR5AH1P"
"ENSG00000268069","AC004466.1"
"ENSG00000268070","AC006539.2"
"ENSG00000268074","AC246680.2"
"ENSG00000268078","AC135012.2"
"ENSG00000268079","BNIP3P30"
"ENSG00000268080","AC016885.3"
"ENSG00000268081","AC123912.1"
"ENSG00000268083","AC008982.1"
"ENSG00000268087","AC008764.2"
"ENSG00000268088","AC093063.1"
"ENSG00000268089","GABRQ"
"ENSG00000268093","AC022154.1"
"ENSG00000268095","ZNF649-AS1"
"ENSG00000268100","AC011493.1"
"ENSG00000268101","CYP2G2P"
"ENSG00000268104","SLC6A14"
"ENSG00000268105","AC124856.1"
"ENSG00000268107","AC003005.1"
"ENSG00000268108","AC008687.2"
"ENSG00000268112","AC008761.1"
"ENSG00000268116","AC073539.2"
"ENSG00000268117","VN1R84P"
"ENSG00000268119","AC010615.2"
"ENSG00000268120","AC010336.3"
"ENSG00000268129","AC026304.1"
"ENSG00000268133","AC003002.2"
"ENSG00000268140","PCGF7P"
"ENSG00000268144","NIFKP6"
"ENSG00000268148","VN1R91P"
"ENSG00000268149","AC010336.4"
"ENSG00000268153","AC005176.1"
"ENSG00000268154","Metazoa_SRP"
"ENSG00000268157","AC010524.1"
"ENSG00000268163","AC004076.1"
"ENSG00000268170","AC073342.2"
"ENSG00000268173","AC007192.1"
"ENSG00000268174","BNIP3P22"
"ENSG00000268181","AC073188.6"
"ENSG00000268182","SMIM17"
"ENSG00000268184","AC092364.1"
"ENSG00000268186","AC008392.1"
"ENSG00000268189","AC005785.1"
"ENSG00000268191","AC010503.1"
"ENSG00000268193","AC002985.1"
"ENSG00000268199","AC010335.1"
"ENSG00000268201","AC020915.3"
"ENSG00000268203","AC010503.2"
"ENSG00000268204","AC008763.1"
"ENSG00000268205","AC005261.2"
"ENSG00000268209","AC114786.4"
"ENSG00000268218","AC137932.3"
"ENSG00000268220","AC008040.5"
"ENSG00000268221","OPN1MW"
"ENSG00000268222","EEF1A1P7"
"ENSG00000268223","ARL14EPL"
"ENSG00000268225","AC010487.1"
"ENSG00000268230","AC012313.3"
"ENSG00000268231","AC008743.1"
"ENSG00000268234","FKBP4P6"
"ENSG00000268235","TCP11X1"
"ENSG00000268238","IGFL1P2"
"ENSG00000268240","AC123912.2"
"ENSG00000268243","RPS29P30"
"ENSG00000268257","AIRN"
"ENSG00000268262","AC011445.1"
"ENSG00000268266","AC003005.2"
"ENSG00000268267","SIGLEC29P"
"ENSG00000268272","VN1R78P"
"ENSG00000268278","AC123912.3"
"ENSG00000268279","AC090004.1"
"ENSG00000268282","AC010328.2"
"ENSG00000268287","AC008687.3"
"ENSG00000268288","AL589765.5"
"ENSG00000268289","AC020908.1"
"ENSG00000268292","AC006547.3"
"ENSG00000268293","AC008751.1"
"ENSG00000268295","POLR3GP1"
"ENSG00000268296","AC022145.1"
"ENSG00000268297","CLEC4GP1"
"ENSG00000268307","LINC02560"
"ENSG00000268309","AC008764.3"
"ENSG00000268316","AC006272.1"
"ENSG00000268318","LINC01872"
"ENSG00000268320","SCGB1C2"
"ENSG00000268322","BNIP3P25"
"ENSG00000268324","LRRC2-AS1"
"ENSG00000268326","AC008739.1"
"ENSG00000268333","AL132655.1"
"ENSG00000268335","BNIP3P23"
"ENSG00000268336","SIGLEC20P"
"ENSG00000268350","FAM156A"
"ENSG00000268352","AC006115.1"
"ENSG00000268355","AC243960.3"
"ENSG00000268357","VN1R81P"
"ENSG00000268361","L34079.1"
"ENSG00000268362","AC092279.1"
"ENSG00000268364","SMC5-AS1"
"ENSG00000268366","AC010271.1"
"ENSG00000268375","AC010325.2"
"ENSG00000268379","AC025588.1"
"ENSG00000268388","FENDRR"
"ENSG00000268390","AC011473.1"
"ENSG00000268391","MTCO3P42"
"ENSG00000268392","AC003682.1"
"ENSG00000268400","AC008763.2"
"ENSG00000268401","AC007785.3"
"ENSG00000268403","AC132192.2"
"ENSG00000268407","AC006115.2"
"ENSG00000268412","TRMT112P6"
"ENSG00000268416","AC010329.1"
"ENSG00000268423","AC093503.1"
"ENSG00000268433","MTDHP3"
"ENSG00000268434","AC011530.1"
"ENSG00000268438","BNIP3P27"
"ENSG00000268439","EMG1"
"ENSG00000268442","AC073534.1"
"ENSG00000268447","SSX2B"
"ENSG00000268455","AC073544.1"
"ENSG00000268458","AC011468.3"
"ENSG00000268460","AC006262.1"
"ENSG00000268461","AC078899.2"
"ENSG00000268465","AC008403.1"
"ENSG00000268469","BNIP3P38"
"ENSG00000268471","LINC02486"
"ENSG00000268472","AP002884.5"
"ENSG00000268473","AC092327.1"
"ENSG00000268475","AC011462.2"
"ENSG00000268480","LINC01862"
"ENSG00000268483","RPL7AP69"
"ENSG00000268486","FO681491.1"
"ENSG00000268496","AC245884.9"
"ENSG00000268499","AC011479.2"
"ENSG00000268500","AC018755.2"
"ENSG00000268505","AC135012.3"
"ENSG00000268509","AC026202.3"
"ENSG00000268510","IFNL3P1"
"ENSG00000268516","AC020915.4"
"ENSG00000268518","AC020909.2"
"ENSG00000268520","AC008750.5"
"ENSG00000268521","VN1R83P"
"ENSG00000268529","CYP2T3P"
"ENSG00000268530","AC008403.2"
"ENSG00000268531","AC060814.4"
"ENSG00000268532","LINC02135"
"ENSG00000268533","AC003002.3"
"ENSG00000268535","MTDHP4"
"ENSG00000268536","AC005523.1"
"ENSG00000268541","VN1R88P"
"ENSG00000268543","AC012313.4"
"ENSG00000268545","VN1R107P"
"ENSG00000268555","AC123912.4"
"ENSG00000268560","AC010636.1"
"ENSG00000268564","AC003956.1"
"ENSG00000268565","AC005339.1"
"ENSG00000268566","AC100781.1"
"ENSG00000268568","AC007228.2"
"ENSG00000268573","AC011815.1"
"ENSG00000268575","AL031282.2"
"ENSG00000268580","LINC01966"
"ENSG00000268581","SIGLEC18P"
"ENSG00000268582","AC243960.4"
"ENSG00000268583","AC011466.1"
"ENSG00000268584","AC073389.1"
"ENSG00000268589","AC011467.2"
"ENSG00000268592","RAET1E-AS1"
"ENSG00000268593","AC008749.1"
"ENSG00000268595","AC063977.3"
"ENSG00000268597","AC073539.3"
"ENSG00000268598","VN1R80P"
"ENSG00000268601","AC115522.1"
"ENSG00000268603","AC053503.5"
"ENSG00000268605","AC011497.1"
"ENSG00000268606","MAGEA2"
"ENSG00000268614","AC008878.2"
"ENSG00000268615","AL353803.5"
"ENSG00000268618","AC092316.1"
"ENSG00000268620","AC078899.3"
"ENSG00000268621","IGFL2-AS1"
"ENSG00000268623","AC020904.1"
"ENSG00000268628","AL121761.2"
"ENSG00000268629","TEX13A"
"ENSG00000268635","AP003680.1"
"ENSG00000268636","AC011495.2"
"ENSG00000268643","AC006486.1"
"ENSG00000268649","AL132655.2"
"ENSG00000268650","AC005759.1"
"ENSG00000268651","CTAG1A"
"ENSG00000268652","AC063977.4"
"ENSG00000268654","MIMT1"
"ENSG00000268655","AC008687.4"
"ENSG00000268658","LINC00664"
"ENSG00000268659","AL589863.1"
"ENSG00000268660","LETM1P2"
"ENSG00000268663","WBP1LP6"
"ENSG00000268669","AC008687.5"
"ENSG00000268670","AC016586.1"
"ENSG00000268673","AC004597.1"
"ENSG00000268677","AC011495.3"
"ENSG00000268678","AC005261.3"
"ENSG00000268681","COX6CP7"
"ENSG00000268683","AC020910.1"
"ENSG00000268685","AC011494.1"
"ENSG00000268686","AC010643.1"
"ENSG00000268696","ZNF723"
"ENSG00000268705","BNIP3P26"
"ENSG00000268707","AL158151.4"
"ENSG00000268711","AC008750.6"
"ENSG00000268713","AC005261.4"
"ENSG00000268714","ARL14EPL"
"ENSG00000268717","BNIP3P33"
"ENSG00000268723","AC005261.5"
"ENSG00000268729","AC020922.2"
"ENSG00000268731","AC010615.3"
"ENSG00000268734","AC245128.3"
"ENSG00000268736","MTCO3P39"
"ENSG00000268738","HSFX2"
"ENSG00000268739","AC011473.2"
"ENSG00000268742","AC010503.3"
"ENSG00000268743","AC008737.1"
"ENSG00000268744","AC008758.4"
"ENSG00000268745","AL365205.2"
"ENSG00000268746","AC010519.1"
"ENSG00000268747","AC022432.1"
"ENSG00000268750","AC010522.1"
"ENSG00000268751","SCGB1B2P"
"ENSG00000268754","LINC01081"
"ENSG00000268756","AC104534.1"
"ENSG00000268758","ADGRE4P"
"ENSG00000268764","AC011465.1"
"ENSG00000268777","AC020914.2"
"ENSG00000268784","AC016629.1"
"ENSG00000268785","RPL7P50"
"ENSG00000268789","VN1R87P"
"ENSG00000268790","AC008764.4"
"ENSG00000268794","VN1R90P"
"ENSG00000268797","AC008537.1"
"ENSG00000268798","AC027307.3"
"ENSG00000268799","AC106774.4"
"ENSG00000268803","AC114797.1"
"ENSG00000268804","LINC02132"
"ENSG00000268810","AC007193.1"
"ENSG00000268812","AC004264.1"
"ENSG00000268818","AL049747.1"
"ENSG00000268823","AC011467.3"
"ENSG00000268830","BNIP3P32"
"ENSG00000268833","AC243967.2"
"ENSG00000268834","OR7A1P"
"ENSG00000268836","Z69706.1"
"ENSG00000268839","AC020914.3"
"ENSG00000268842","AC092070.1"
"ENSG00000268845","AC025278.1"
"ENSG00000268847","SIGLEC31P"
"ENSG00000268849","SIGLEC22P"
"ENSG00000268854","AC020909.3"
"ENSG00000268858","AL118506.1"
"ENSG00000268861","AC008878.3"
"ENSG00000268864","AC011487.2"
"ENSG00000268866","AC020915.5"
"ENSG00000268869","ESPNP"
"ENSG00000268870","AC008758.5"
"ENSG00000268873","AC022601.1"
"ENSG00000268879","IGFL1P1"
"ENSG00000268883","PNMA6B"
"ENSG00000268884","AC010323.2"
"ENSG00000268886","AC022150.1"
"ENSG00000268889","AC008750.7"
"ENSG00000268892","AC010620.1"
"ENSG00000268894","PLCE1-AS1"
"ENSG00000268895","A1BG-AS1"
"ENSG00000268896","AC009955.3"
"ENSG00000268902","CSAG2"
"ENSG00000268903","AL627309.7"
"ENSG00000268906","AC011473.3"
"ENSG00000268908","VN1R92P"
"ENSG00000268912","AC012313.5"
"ENSG00000268916","CSAG3"
"ENSG00000268922","AC012616.1"
"ENSG00000268926","AL354861.3"
"ENSG00000268931","AC136469.1"
"ENSG00000268938","AC005387.1"
"ENSG00000268940","CT45A1"
"ENSG00000268941","LINC01711"
"ENSG00000268942","CKS1BP3"
"ENSG00000268945","AC010422.2"
"ENSG00000268947","AC002128.1"
"ENSG00000268949","MRPS17P1"
"ENSG00000268951","AL772155.3"
"ENSG00000268955","AC068020.1"
"ENSG00000268957","AC020914.4"
"ENSG00000268964","ERVV-2"
"ENSG00000268967","AC119751.7"
"ENSG00000268970","AC022150.2"
"ENSG00000268975","MIA-RAB4B"
"ENSG00000268981","AC024563.1"
"ENSG00000268983","AC005253.2"
"ENSG00000268985","AC020908.2"
"ENSG00000268987","AC011462.3"
"ENSG00000268988","SPANXN2"
"ENSG00000268991","FAM231B"
"ENSG00000268992","CDC42EP3P1"
"ENSG00000268993","AC244453.4"
"ENSG00000268994","FAM236B"
"ENSG00000268995","VN1R82P"
"ENSG00000268996","MAN1B1-AS1"
"ENSG00000268997","DNAJC19P3"
"ENSG00000269001","AC092070.2"
"ENSG00000269009","SLC6A21P"
"ENSG00000269012","KRT18P40"
"ENSG00000269014","AC008622.1"
"ENSG00000269019","AC002985.2"
"ENSG00000269021","AC063977.5"
"ENSG00000269025","AC011467.4"
"ENSG00000269026","AC003006.1"
"ENSG00000269028","MTRNR2L12"
"ENSG00000269032","AC016629.2"
"ENSG00000269035","AC010319.2"
"ENSG00000269037","LINC01838"
"ENSG00000269038","AP001462.1"
"ENSG00000269040","BNIP3P24"
"ENSG00000269043","AC008554.1"
"ENSG00000269044","AC024075.2"
"ENSG00000269050","AC011455.1"
"ENSG00000269053","AC010319.3"
"ENSG00000269054","AC012313.6"
"ENSG00000269055","BNIP3P18"
"ENSG00000269058","CALR3"
"ENSG00000269066","AC020908.3"
"ENSG00000269067","ZNF728"
"ENSG00000269068","AC009955.4"
"ENSG00000269069","AC007842.1"
"ENSG00000269072","AC063977.6"
"ENSG00000269082","AC010328.3"
"ENSG00000269085","AC008764.5"
"ENSG00000269086","AC008555.2"
"ENSG00000269091","AC010624.3"
"ENSG00000269095","AC010646.1"
"ENSG00000269096","CT45A3"
"ENSG00000269097","TPRG1LP1"
"ENSG00000269099","LSP1P1"
"ENSG00000269102","AC010320.3"
"ENSG00000269103","Metazoa_SRP"
"ENSG00000269106","AC012313.7"
"ENSG00000269107","AC092329.1"
"ENSG00000269110","AC010636.2"
"ENSG00000269113","TRABD2B"
"ENSG00000269118","FAM90A28P"
"ENSG00000269119","HNRNPA1P52"
"ENSG00000269124","AC007193.2"
"ENSG00000269125","AL137002.1"
"ENSG00000269130","AC020914.5"
"ENSG00000269136","BRI3BPP1"
"ENSG00000269138","ZNF209P"
"ENSG00000269139","AC010336.5"
"ENSG00000269145","AC007192.2"
"ENSG00000269148","AC092301.1"
"ENSG00000269151","AC007193.3"
"ENSG00000269153","LYPLA2P2"
"ENSG00000269154","BNIP3P13"
"ENSG00000269155","AL009178.2"
"ENSG00000269161","AC010618.2"
"ENSG00000269172","AC011443.1"
"ENSG00000269176","AP001160.3"
"ENSG00000269177","L34079.2"
"ENSG00000269179","AC011452.1"
"ENSG00000269181","AC020914.6"
"ENSG00000269186","LINC01082"
"ENSG00000269188","AC011500.1"
"ENSG00000269189","AL445223.1"
"ENSG00000269190","FBXO17"
"ENSG00000269191","AC005387.2"
"ENSG00000269194","AC006942.1"
"ENSG00000269199","AC003973.1"
"ENSG00000269210","AC019171.1"
"ENSG00000269220","LINC00528"
"ENSG00000269226","TMSB15B"
"ENSG00000269228","RPS27AP19"
"ENSG00000269235","ZNF350-AS1"
"ENSG00000269236","AC008751.2"
"ENSG00000269237","AC010615.4"
"ENSG00000269242","AC010422.3"
"ENSG00000269243","AC008894.2"
"ENSG00000269244","RPL23AP78"
"ENSG00000269246","AC011445.2"
"ENSG00000269253","SIGLEC21P"
"ENSG00000269256","AC024603.1"
"ENSG00000269266","DNAJC19P2"
"ENSG00000269271","AC245036.5"
"ENSG00000269274","AC078899.4"
"ENSG00000269275","AC020922.3"
"ENSG00000269281","AC244505.7"
"ENSG00000269288","AC092070.3"
"ENSG00000269289","AC011503.1"
"ENSG00000269292","AC093503.2"
"ENSG00000269293","ZSCAN16-AS1"
"ENSG00000269296","AC005614.1"
"ENSG00000269300","AC008734.1"
"ENSG00000269303","AC020907.3"
"ENSG00000269304","FKBP1AP1"
"ENSG00000269307","AC010463.1"
"ENSG00000269313","MAGIX"
"ENSG00000269316","AC011467.5"
"ENSG00000269318","AC007292.2"
"ENSG00000269320","AC073544.2"
"ENSG00000269321","AC011466.2"
"ENSG00000269332","GOLGA2P9"
"ENSG00000269335","IKBKG"
"ENSG00000269343","ZNF587B"
"ENSG00000269345","VN1R85P"
"ENSG00000269349","AC022150.3"
"ENSG00000269350","AC010463.2"
"ENSG00000269352","PTOV1-AS2"
"ENSG00000269353","AC092071.1"
"ENSG00000269354","AC243960.5"
"ENSG00000269356","AL356740.2"
"ENSG00000269364","LINC01233"
"ENSG00000269365","AC120349.1"
"ENSG00000269371","AC008878.4"
"ENSG00000269373","AC008739.2"
"ENSG00000269374","AC011497.2"
"ENSG00000269376","AL356740.3"
"ENSG00000269378","AC022149.1"
"ENSG00000269383","AC012493.2"
"ENSG00000269385","AC020895.1"
"ENSG00000269386","RAB11B-AS1"
"ENSG00000269387","AL365205.3"
"ENSG00000269388","AC018755.3"
"ENSG00000269391","AC010139.1"
"ENSG00000269392","AC008655.2"
"ENSG00000269397","AC011503.2"
"ENSG00000269399","AC008764.6"
"ENSG00000269400","AC008734.2"
"ENSG00000269403","AC008750.8"
"ENSG00000269404","SPIB"
"ENSG00000269405","NXF2"
"ENSG00000269416","LINC01224"
"ENSG00000269419","AC008737.2"
"ENSG00000269420","PLA2G4C-AS1"
"ENSG00000269421","ZNF92P3"
"ENSG00000269425","AC104521.1"
"ENSG00000269427","AC024075.3"
"ENSG00000269431","BNIP3P8"
"ENSG00000269433","OPN1MW3"
"ENSG00000269437","NXF2B"
"ENSG00000269439","AC010618.3"
"ENSG00000269444","AC011491.2"
"ENSG00000269445","AC067969.2"
"ENSG00000269446","AC006967.3"
"ENSG00000269458","AC022145.2"
"ENSG00000269460","AC005515.1"
"ENSG00000269463","AP001160.4"
"ENSG00000269466","AC233724.13"
"ENSG00000269469","AC010619.1"
"ENSG00000269471","AC092329.2"
"ENSG00000269473","AC012313.8"
"ENSG00000269475","AC244102.2"
"ENSG00000269476","AC010326.2"
"ENSG00000269480","AC020913.2"
"ENSG00000269481","AC010319.4"
"ENSG00000269482","Z69720.1"
"ENSG00000269483","AC006272.2"
"ENSG00000269486","AC011455.2"
"ENSG00000269487","AC008635.1"
"ENSG00000269489","AL589765.6"
"ENSG00000269495","AC011483.3"
"ENSG00000269502","DMRTC1"
"ENSG00000269504","AC003973.2"
"ENSG00000269505","ZNF92P2"
"ENSG00000269506","AC110792.3"
"ENSG00000269509","BNIP3P34"
"ENSG00000269514","AC024257.3"
"ENSG00000269516","CYP4F23P"
"ENSG00000269519","AC005176.2"
"ENSG00000269524","AC245052.7"
"ENSG00000269526","ERVV-1"
"ENSG00000269533","AC003002.4"
"ENSG00000269534","AC011466.3"
"ENSG00000269535","AC010320.4"
"ENSG00000269540","AC010624.4"
"ENSG00000269543","AC074135.2"
"ENSG00000269546","CLIC4P2"
"ENSG00000269547","AC011455.3"
"ENSG00000269552","OR7A8P"
"ENSG00000269553","U62631.1"
"ENSG00000269556","TMEM185A"
"ENSG00000269559","AC093677.2"
"ENSG00000269560","AC010422.4"
"ENSG00000269564","AC008753.2"
"ENSG00000269565","GPR32P1"
"ENSG00000269570","AP001350.1"
"ENSG00000269575","MTDHP5"
"ENSG00000269576","HNRNPMP2"
"ENSG00000269578","AC008764.7"
"ENSG00000269580","AC020914.7"
"ENSG00000269583","L34079.3"
"ENSG00000269584","TDGF1P7"
"ENSG00000269586","CT45A10"
"ENSG00000269588","AC011500.2"
"ENSG00000269590","AC010422.5"
"ENSG00000269599","AL161896.1"
"ENSG00000269600","AC016629.3"
"ENSG00000269604","AC005523.2"
"ENSG00000269608","AC011487.3"
"ENSG00000269609","RPARP-AS1"
"ENSG00000269615","MTDHP2"
"ENSG00000269621","AL589765.7"
"ENSG00000269622","TP53TG3HP"
"ENSG00000269635","AC004257.1"
"ENSG00000269637","RPL12P41"
"ENSG00000269646","AC010487.2"
"ENSG00000269651","AC022146.1"
"ENSG00000269652","AC011510.1"
"ENSG00000269653","AC011479.3"
"ENSG00000269656","NOP53-AS1"
"ENSG00000269662","BNIP3P39"
"ENSG00000269667","AC092723.1"
"ENSG00000269678","OR7A18P"
"ENSG00000269680","AC008760.1"
"ENSG00000269681","AC063977.7"
"ENSG00000269688","AC008982.2"
"ENSG00000269692","FKBP4P2"
"ENSG00000269693","AC010422.6"
"ENSG00000269694","AC005197.1"
"ENSG00000269696","AC005498.3"
"ENSG00000269699","ZIM2"
"ENSG00000269706","AC008687.6"
"ENSG00000269707","AC018730.2"
"ENSG00000269711","AC008763.3"
"ENSG00000269713","NBPF9"
"ENSG00000269720","CCDC194"
"ENSG00000269729","AC006262.2"
"ENSG00000269732","WBP1LP7"
"ENSG00000269736","AC010319.5"
"ENSG00000269737","AL691432.1"
"ENSG00000269741","AC011473.4"
"ENSG00000269742","BNIP3P29"
"ENSG00000269743","SLC25A53"
"ENSG00000269745","AC006262.3"
"ENSG00000269749","AC005614.2"
"ENSG00000269752","AC008761.2"
"ENSG00000269755","AC008758.6"
"ENSG00000269758","AC092070.4"
"ENSG00000269761","AC025278.2"
"ENSG00000269763","EXOSC3P2"
"ENSG00000269765","AC011492.1"
"ENSG00000269776","DPPA5P1"
"ENSG00000269779","AC010329.2"
"ENSG00000269782","MIR1470"
"ENSG00000269786","AC044792.1"
"ENSG00000269787","OR7A3P"
"ENSG00000269791","SSX4B"
"ENSG00000269792","AC011500.3"
"ENSG00000269793","ZIM2-AS1"
"ENSG00000269794","AC010642.1"
"ENSG00000269796","AC011516.1"
"ENSG00000269799","AC008737.3"
"ENSG00000269800","PLEKHA3P1"
"ENSG00000269802","AC011491.3"
"ENSG00000269806","BICRA-AS1"
"ENSG00000269807","AC007292.3"
"ENSG00000269811","SCGB2B3P"
"ENSG00000269813","AC010336.6"
"ENSG00000269814","AC008403.3"
"ENSG00000269815","AC010463.3"
"ENSG00000269821","KCNQ1OT1"
"ENSG00000269825","AC022150.4"
"ENSG00000269826","AC092327.2"
"ENSG00000269833","AC234771.5"
"ENSG00000269834","ZNF528-AS1"
"ENSG00000269836","AC020913.3"
"ENSG00000269837","IPO5P1"
"ENSG00000269839","AC010620.2"
"ENSG00000269842","AC011453.1"
"ENSG00000269843","AC008537.2"
"ENSG00000269845","AC092364.2"
"ENSG00000269846","AL136172.1"
"ENSG00000269848","AC119751.8"
"ENSG00000269855","RNF225"
"ENSG00000269858","EGLN2"
"ENSG00000269859","AC008735.3"
"ENSG00000269867","AC010326.3"
"ENSG00000269873","AC245884.10"
"ENSG00000269877","AC008753.3"
"ENSG00000269881","AC004754.1"
"ENSG00000269883","AC007375.3"
"ENSG00000269885","VN1R79P"
"ENSG00000269886","AC022382.1"
"ENSG00000269887","AL391001.1"
"ENSG00000269888","AC112491.1"
"ENSG00000269889","AC078802.1"
"ENSG00000269890","AL353593.1"
"ENSG00000269891","ARHGAP19-SLIT1"
"ENSG00000269892","AC125494.2"
"ENSG00000269893","SNHG8"
"ENSG00000269894","AC018809.1"
"ENSG00000269895","AP000654.1"
"ENSG00000269896","AL513477.1"
"ENSG00000269897","COMMD3-BMI1"
"ENSG00000269898","AC018695.2"
"ENSG00000269899","AC025857.2"
"ENSG00000269900","RMRP"
"ENSG00000269901","AC010531.5"
"ENSG00000269902","AC234772.3"
"ENSG00000269903","AC025165.4"
"ENSG00000269904","MAP2K4P1"
"ENSG00000269906","AL606834.2"
"ENSG00000269907","AL158827.2"
"ENSG00000269910","AL049840.2"
"ENSG00000269911","FAM226B"
"ENSG00000269915","AP006621.4"
"ENSG00000269916","AC133794.1"
"ENSG00000269918","AF131215.6"
"ENSG00000269919","AL022067.1"
"ENSG00000269921","AC068620.2"
"ENSG00000269924","AC024451.4"
"ENSG00000269925","Z98884.2"
"ENSG00000269926","DDIT4-AS1"
"ENSG00000269927","AC004817.3"
"ENSG00000269929","AL158152.1"
"ENSG00000269930","AC091057.2"
"ENSG00000269931","AL078623.1"
"ENSG00000269933","AL031429.2"
"ENSG00000269934","AL353593.2"
"ENSG00000269935","AC092720.2"
"ENSG00000269937","AC093525.7"
"ENSG00000269938","AC068790.2"
"ENSG00000269939","PCF11-AS1"
"ENSG00000269940","AL049840.3"
"ENSG00000269944","AP001267.4"
"ENSG00000269945","AC004817.4"
"ENSG00000269946","AL158152.2"
"ENSG00000269947","AC135178.5"
"ENSG00000269949","AC069307.1"
"ENSG00000269950","AP000962.1"
"ENSG00000269951","AC090181.2"
"ENSG00000269952","AL117336.2"
"ENSG00000269954","AC022239.4"
"ENSG00000269955","C7orf55-LUC7L2"
"ENSG00000269956","MKNK1-AS1"
"ENSG00000269957","AL353811.1"
"ENSG00000269958","AL049840.4"
"ENSG00000269959","SPACA6P-AS"
"ENSG00000269961","AC010359.1"
"ENSG00000269964","MEI4"
"ENSG00000269966","AL136164.2"
"ENSG00000269967","AL136115.2"
"ENSG00000269968","AC006064.4"
"ENSG00000269970","AL162424.1"
"ENSG00000269971","AL020997.2"
"ENSG00000269972","AC004542.1"
"ENSG00000269973","AC010969.2"
"ENSG00000269974","AC091057.3"
"ENSG00000269976","AC012065.3"
"ENSG00000269978","AL359881.1"
"ENSG00000269980","AC068768.2"
"ENSG00000269981","AL627309.8"
"ENSG00000269982","AC018809.2"
"ENSG00000269983","AC146944.4"
"ENSG00000269984","AC078795.1"
"ENSG00000269985","AL021328.1"
"ENSG00000269986","AC040174.2"
"ENSG00000269987","AC004542.2"
"ENSG00000269989","AC036176.3"
"ENSG00000269993","KC877982.1"
"ENSG00000269994","AL513318.2"
"ENSG00000269997","AC068790.3"
"ENSG00000269998","LINC01930"
"ENSG00000270000","AC005479.3"
"ENSG00000270001","AL121894.2"
"ENSG00000270002","AC022028.2"
"ENSG00000270006","AC010531.6"
"ENSG00000270008","AL137247.1"
"ENSG00000270011","ZNF559-ZNF177"
"ENSG00000270012","AC232271.1"
"ENSG00000270015","AC087481.3"
"ENSG00000270016","AC026150.3"
"ENSG00000270017","AC107976.1"
"ENSG00000270019","AC110769.2"
"ENSG00000270020","AC009108.3"
"ENSG00000270021","AC026691.1"
"ENSG00000270022","Z93241.1"
"ENSG00000270024","C8orf44-SGK3"
"ENSG00000270025","BMS1P7"
"ENSG00000270028","AC079315.1"
"ENSG00000270030","AC136475.7"
"ENSG00000270031","AL020997.3"
"ENSG00000270033","AC053481.5"
"ENSG00000270035","AL359881.2"
"ENSG00000270036","AC027243.2"
"ENSG00000270038","AL133467.4"
"ENSG00000270039","AC025165.5"
"ENSG00000270040","AL356055.1"
"ENSG00000270048","AC068790.4"
"ENSG00000270049","AC009061.2"
"ENSG00000270050","AL035427.1"
"ENSG00000270052","BX546450.2"
"ENSG00000270055","AC127502.2"
"ENSG00000270058","AC040170.1"
"ENSG00000270059","AC121493.1"
"ENSG00000270060","AC090589.3"
"ENSG00000270061","AC068790.5"
"ENSG00000270062","AL606834.3"
"ENSG00000270066","AL356488.2"
"ENSG00000270067","AC008536.1"
"ENSG00000270068","AC125494.3"
"ENSG00000270069","MIR222HG"
"ENSG00000270071","AP001172.1"
"ENSG00000270072","AC090559.2"
"ENSG00000270073","TSPY6P"
"ENSG00000270074","AC087203.3"
"ENSG00000270075","AL162742.2"
"ENSG00000270076","AF131215.7"
"ENSG00000270077","AP003117.1"
"ENSG00000270082","AC010531.7"
"ENSG00000270083","AL021878.2"
"ENSG00000270084","GAS5-AS1"
"ENSG00000270087","AC010997.3"
"ENSG00000270090","AL590235.2"
"ENSG00000270091","AC015726.1"
"ENSG00000270093","AP000473.2"
"ENSG00000270094","AL670729.2"
"ENSG00000270095","AC068790.6"
"ENSG00000270096","AC078795.2"
"ENSG00000270098","AC079230.1"
"ENSG00000270099","AL365273.2"
"ENSG00000270100","AC012065.4"
"ENSG00000270103","AL360012.1"
"ENSG00000270104","AL670729.3"
"ENSG00000270105","AC136475.8"
"ENSG00000270106","TSNAX-DISC1"
"ENSG00000270108","AL049840.5"
"ENSG00000270110","AL353593.3"
"ENSG00000270111","AL583859.2"
"ENSG00000270112","AC090241.2"
"ENSG00000270114","AC006019.3"
"ENSG00000270115","AL513327.3"
"ENSG00000270116","AP001429.1"
"ENSG00000270117","AP000769.2"
"ENSG00000270118","AC138894.2"
"ENSG00000270120","AC007728.3"
"ENSG00000270123","VTRNA2-1"
"ENSG00000270124","AC092127.2"
"ENSG00000270127","AC027020.2"
"ENSG00000270130","AC068790.7"
"ENSG00000270131","AP003465.2"
"ENSG00000270132","WISP1-OT1"
"ENSG00000270133","AC025766.1"
"ENSG00000270135","AC078795.3"
"ENSG00000270136","MINOS1-NBL1"
"ENSG00000270137","AF230666.2"
"ENSG00000270139","AP001172.2"
"ENSG00000270140","AC005520.3"
"ENSG00000270141","TERC"
"ENSG00000270147","AC068620.3"
"ENSG00000270149","AL591806.3"
"ENSG00000270154","AC130352.1"
